AssemblyName,Organism
ASM167116v1,Saccharomyces cerevisiae
ASM167111v1,Saccharomyces cerevisiae
ASM167108v1,Saccharomyces cerevisiae
ASM167105v1,Saccharomyces cerevisiae
ASM167102v1,Saccharomyces cerevisiae
ASM167099v1,Saccharomyces cerevisiae
ASM167096v1,Saccharomyces cerevisiae
ASM167093v1,Saccharomyces cerevisiae
ASM167084v1,Saccharomyces cerevisiae
ASM167041v1,Saccharomyces cerevisiae
ASM167038v1,Saccharomyces cerevisiae
ASM167035v1,Saccharomyces cerevisiae
ASM167032v1,Saccharomyces cerevisiae
ASM167029v1,Saccharomyces cerevisiae
ASM167026v1,Saccharomyces cerevisiae
ASM167023v1,Saccharomyces cerevisiae
ASM167020v1,Saccharomyces cerevisiae
ASM167017v1,Saccharomyces cerevisiae
ASM167014v1,Saccharomyces cerevisiae
ASM167011v1,Saccharomyces cerevisiae
ASM167008v1,Saccharomyces cerevisiae
ASM167005v1,Saccharomyces cerevisiae
ASM167002v1,Saccharomyces cerevisiae
ASM166999v1,Saccharomyces cerevisiae
ASM166996v1,Saccharomyces cerevisiae
ASM166993v1,Saccharomyces cerevisiae
ASM166990v1,Saccharomyces cerevisiae
ASM166987v1,Saccharomyces cerevisiae
run3,Kluyveromyces marxianus
Ler Assembly,Arabidopsis thaliana
ZSv2.0,Oryza sativa Indica Group
ASM165260v1,Setaria italica
Mhv2.0,Oryza sativa Indica Group
ASM162521v1,Daucus carota subsp. sativus
ASM164708v1,Thermococcus piezophilus
Leishmania_MAR_LEM2494-1.0.3,Leishmania sp. MAR LEM2494
Trpr,Trifolium pratense
GLBRCY22-3,Saccharomyces cerevisiae
LP_J_v1,Mus musculus
C57BL_6NJ_v1,Mus musculus
C3H_HeJ_v1,Mus musculus
BALB_cJ_v1,Mus musculus
Pan_tro 3.0,Pan troglodytes
Fusarium_fujikuroi_IMI58289_V2,Fusarium fujikuroi IMI 58289
SSOP1,Saccharolobus solfataricus
WSB_EiJ_v1,Mus musculus domesticus
SPRET_EiJ_v1,Mus spretus
PWK_PhJ_v1,Mus musculus musculus
NZO_HlLtJ_v1,Mus musculus
NOD_ShiLtJ_v1,Mus musculus
FVB_NJ_v1,Mus musculus
DBA_2J_v1,Mus musculus
CBA_J_v1,Mus musculus
CAST_EiJ_v1,Mus musculus castaneus
AKR_J_v1,Mus musculus
A_J_v1,Mus musculus
129S1_SvImJ_v1,Mus musculus
ASM162519v1,Drechmeria coniospora
ASM160202v1,Plasmodium gaboni
ASM160185v1,Plasmodium reichenowi
ASM72508v2,Oryza sativa Indica Group
ASM15226v2,Ferroplasma acidarmanus Fer1
ASM159265v1,Saccharomyces cerevisiae
ASM159243v1,Thermococcus peptonophilus
CHM1_1.1,Homo sapiens
ASM154086v1,Ananas comosus
Macaca_fascicularis_5.0,Macaca fascicularis
PYYM01,Plasmodium yoelii
ASM40422v1,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
ASM40364v1,Salinarchaeum sp. Harcht-Bsk1
WGSA,Homo sapiens
ASM40416v1,Methanobrevibacter sp. AbM4
Theobroma_cacao_20110822,Theobroma cacao
Tcas5.2,Tribolium castaneum
ASM157777v1,Pyrococcus kukulkanii
Methanoculleus sp MAB1,Methanoculleus bourgensis
PbK173,Plasmodium berghei
ASM38556v1,Archaeoglobus sulfaticallidus PM70-1
ASM156330v1,methanogenic archaeon mixed culture ISO4-G1
ASM156324v1,Methanobrevibacter olleyae
ASM156091v1,methanogenic archaeon ISO4-H5
ASM155201v1,Candidatus Nanopusillus acidilobi
ASM154867v1,Methanobrevibacter sp. YE315
ASM154855v1,Eremothecium sinecaudum
phasIbeam10.0,Phaseolus vulgaris
ASM151433v2,Oryza longistaminata
ASM31385v2,Musa acuminata subsp. malaccensis
Nfu_20140520,Nothobranchius furzeri
ASM24527v2,Sulfolobus islandicus M.16.47
ASM24523v2,Sulfolobus islandicus M.16.43
ASM24521v2,Sulfolobus islandicus M.16.40
ASM24517v2,Sulfolobus islandicus M.16.23
ASM24509v2,Sulfolobus islandicus M.16.2
Halobacterium hubeiense JI20-1,Halobacterium hubeiense
ASM148468v1,Thermococcus sp. 2319x1
ASM148168v1,Ignicoccus islandicus DSM 13165
ASM148163v1,Sulfolobus acidocaldarius
ASM148159v1,Sulfolobus acidocaldarius
ASM147765v1,Methanobrevibacter millerae
ASM30025v2,Candidatus Methanomethylophilus alvus Mx1201
CSA,Homo sapiens
DroMir_2.2,Drosophila miranda
Mb9,Methanobacterium formicicum
ASM36474v1,Sulfolobus islandicus LAL14/1
SPENNV200,Solanum pennellii
Mmul_8.0.1,Macaca mulatta
Oar_v4.0,Ovis aries
Btau_5.0.1,Bos taurus
HS1011_v1.1,Homo sapiens
IRGSP-1.0,Oryza sativa Japonica Group
ASM143345v1,Thermococcus barophilus
SEUB3.0,Saccharomyces eubayanus
ASM141397v1,Saccharomyces boulardii
ASM129837v2,Saccharomyces boulardii
Vradiata_ver6,Vigna radiata var. radiata
Setaria_italica_v2.0,Setaria italica
ASM35030v1,Thermoplasmatales archaeon BRNA1
Kmar_1.0,Kluyveromyces marxianus DMKU3-1042
KM1777_03,Kluyveromyces marxianus
ASM31591v1,Tetrapisispora blattae CBS 6284
ASM18445v3,Aspergillus oryzae RIB40
ASM34898v1,Kazachstania naganishii CBS 8797
ASM141261v1,Pyrodictium delaneyi
P.mume_V1.0,Prunus mume
FraVesHawaii_1.0,Fragaria vesca subsp. vesca
Leishmania peruviana LEM-1537_V1,Leishmania peruviana
Leishmania peruviana PAB-4377_V1,Leishmania peruviana
WBcel235,Caenorhabditis elegans
JCVI-bewag-v1.1,Theileria equi strain WA
ASM29281v1,Saccharomyces cerevisiae W303
ASM34171v1,Methanosarcina mazei Tuc01
ASM34031v1,Sulfolobus acidocaldarius N8
TsV2-8,Eutrema salsugineum
ASM33877v1,Sulfolobus acidocaldarius Ron12/I
ASM33114v1,Cicer arietinum
Taeniopygia_guttata-3.2.4,Taeniopygia guttata
ASM23073v3,Natrinema pellirubrum DSM 15624
ASM32866v1,Methanomethylovorans hollandica DSM 15978
ASM32868v1,Natronococcus occultus SP4
ASM32852v1,Halovivax ruber XH-70
ASM227v2,Ornithorhynchus anatinus
ASM23071v3,Natronobacterium gregoryi SP2
Cuti_1.0,Cyberlindnera jadinii NBRC 0988
ASM32748v1,Methanoregula formicica SMSP
ASM284v2,Leishmania braziliensis MHOM/BR/75/M2904
Osat_hitom_01,Oryza sativa Japonica Group
PcynB_1.0,Plasmodium cynomolgi strain B
ASM31367v1,Oryzias latipes
ASM287v2,Leishmania infantum JPCM5
Csi_valencia_1.0,Citrus sinensis
Nleu_3.0,Nomascus leucogenys
ASM31779v1,Caldisphaera lagunensis DSM 15908
MicOch1.0,Microtus ochrogaster
gorGor4,Gorilla gorilla gorilla
ASM80220v2,Candidatus Nitrosocosmicus oleophilus
ASM31587v1,Candida orthopsilosis Co 90-125
Nvit_2.1,Nasonia vitripennis
ASM9102v4,Eremothecium gossypii ATCC 10895
ASM131004v1,Carica papaya
ASM130565v1,Halanaeroarchaeum sulfurireducens
ASM130525v1,Oryza sativa Indica Group
Gossypium_arboreum_v1.0,Gossypium arboreum
ICSASG_v2,Salmo salar
CHIR_2.0,Capra hircus
ASM127793v1,Drosophila busckii
ASM14995v2,Fusarium oxysporum f. sp. lycopersici 4287
Crithidia_fasciculata-14.0,Crithidia fasciculata
Mmul_Y_1.0,Macaca mulatta
panpan1.1,Pan paniscus
ASM126673v1,Metallosphaera sedula
ASM126671v1,Metallosphaera sedula
ASM126669v1,Metallosphaera sedula
ASM126667v1,Metallosphaera sedula
ASM126665v1,Metallosphaera sedula
ASM14944v2,Candida albicans WO-1
ASM22711v2,Naumovozyma dairenensis CBS 421
ASM31002v1,Ectocarpus siliculosus
Ka_CBS2517,Kazachstania africana CBS 2517
FUGU5,Takifugu rubripes
ASM25305v1,Thermoproteus tenax Kra 1
ASM30315v1,Candidatus Nitrososphaera gargensis Ga9.2
Vigan1.1,Vigna angularis
ASM119096v1,Haloferax gibbonsii
ASM118927v1,Pyrobaculum sp. WP30
ASM14940v2,Thalassiosira pseudonana CCMP1335
ASM15095v2,Phaeodactylum tricornutum CCAP 1055/1
ASM29939v1,Candidatus Nitrosopumilus sediminis
ASM29936v1,Candidatus Nitrosopumilus koreensis AR1
SacArb1.0,Saccharomyces arboricola H-6
ASM26988v1,Saccharomyces cerevisiae CEN.PK113-7D
ASM20886v2,Neospora caninum Liverpool
ASM23466v4,Leishmania mexicana MHOM/GT/2001/U1103
ASM22713v2,Leishmania donovani
MYCGR v2.0,Zymoseptoria tritici IPO323
ASM28169v1,Natrinema sp. J7-2
ASM272v2,Leishmania major strain Friedlin
ASM27560v1,Pyrococcus furiosus COM1
ASM27586v1,Methanofollis liminatans DSM 4140
ASM27032v1,Candidatus Caldarchaeum subterraneum
MG8,Pyricularia oryzae 70-15
ASM26552v1,Thermococcus cleftensis
ASM23101v3,Desulfurococcus amylolyticus DSM 16532
ASM241v2,Plasmodium vivax
ASM26449v1,Thermogladius calderae 1633
ASM26373v1,Pyrococcus sp. ST04
ASM23556v1,Methanosaeta harundinacea 6Ac
ASM25842v1,Fervidicoccus fontis Kam940
ASM23786v1,Haloquadratum walsbyi C23
ASM18955v1,Sulfolobus islandicus REY15A
ASM18957v1,Sulfolobus islandicus HVE10/4
ASM25904v1,Drosophila simulans
dsim_caf1,Drosophila simulans
dyak_caf1,Drosophila yakuba
ASM25110v1,Methanocella conradii HZ254
HuRef diploid,Homo sapiens
ASM105121v1,Saccharomyces cerevisiae
RefBeet-1.2.2,Beta vulgaris subsp. vulgaris
ASM24754v1,Pyrobaculum oguniense TE7
ASM24325v1,Methanoplanus limicola DSM 2279
S_ratti_ED321,Strongyloides ratti
ASM103953v1,Ovis canadensis canadensis
ASM252v1,Yarrowia lipolytica CLIB122
ASM254v2,[Candida] glabrata
Orenil1.1,Oreochromis niloticus
ASM24673v1,uncultured Candidatus Poseidoniales archaeon
ASM251v1,Kluyveromyces lactis
ASM23480v1,Pyrobaculum ferrireducens
ASM102907v1,Saccharomyces cerevisiae
ASM102905v1,Torulaspora delbrueckii
ASM102700v1,Methanosarcina barkeri CM1
ASM9106v2,Saccharomyces cerevisiae
ASM101111v1,Halanaeroarchaeum sulfurireducens
ASM101084v1,Sporisorium scitamineum
ASM95590v3,Candidatus Nitrosotenuis cloacae
ASM100604v1,Geoglobus ahangari
Cael_CB4856_1.0,Caenorhabditis elegans
ASM99380v1,Infirmifilum uzonense
ASM98774v1,Gossypium hirsutum
ASM24337v1,Torulaspora delbrueckii
ASM23536v1,Eremothecium cymbalariae DBVPG#7215
ASM23690v1,Tetrapisispora phaffii CBS 4417
ASM22611v1,Thermothielavioides terrestris NRRL 8126
ASM22609v1,Thermothelomyces thermophilus ATCC 42464
LepOcu1,Lepisosteus oculatus
ASM23734v1,Naumovozyma castellii CBS 4309
Bbig001,Babesia bigemina
CapAeg_1.0,Capra aegagrus
version 140606,Ostreococcus tauri
FP7,Fusarium pseudograminearum CS3096
ASM97032v1,Methanococcoides methylutens MM1
ASM97030v1,Methanosarcina barkeri 3
ASM97028v1,Methanosarcina horonobensis HB-1 = JCM 15518
ASM97026v1,Methanosarcina lacustris Z-7289
ASM97024v1,Methanosarcina mazei C16
ASM97022v1,Methanosarcina mazei LYC
ASM97020v1,Methanosarcina mazei S-6
ASM97018v1,Methanosarcina mazei SarPi
ASM97016v1,Methanosarcina mazei WWM610
ASM97014v1,Methanosarcina siciliae C2J
ASM97012v1,Methanosarcina siciliae HI350
ASM97008v1,Methanosarcina siciliae T4/M
ASM97006v1,Methanosarcina barkeri 227
ASM97004v1,Methanosarcina sp. MTP4
ASM97002v1,Methanosarcina barkeri MS
ASM97000v1,Methanosarcina sp. WH1
ASM96998v1,Methanosarcina barkeri str. Wiesmoor
ASM96996v1,Methanosarcina sp. WWM596
ASM96994v1,Methanosarcina sp. Kolksee
ASM96992v1,Methanosarcina thermophila CHTI-55
ASM96990v1,Methanosarcina vacuolata Z-761
ASM96988v1,Methanosarcina thermophila TM-1
ASM96883v1,Eremothecium gossypii FDAG1
Mb_MS2,Methanoculleus bourgensis MS2
ASM96574v1,uncultured archaeon
ASM17299v2,Halogeometricum borinquense DSM 11551
ASM95617v1,Nitrosopumilus adriaticus
Pepper Chiltepin Ref_v1.0,Capsicum annuum var. glabriusculum
Build 4.0,Oryza sativa Japonica Group
ASM95201v1,Verticillium dahliae VdLs.17
Pepper Zunla 1 Ref_v1.0,Capsicum annuum
CE_1.0,Macaca fascicularis
CR_1.0,Macaca mulatta
OrySat_Aug2009,Oryza sativa Japonica Group
ASM15120v2,Thermococcus sp. AM4
ASM465v1,Oryza sativa Indica Group
ASM23024v1,Sporisorium reilianum SRZ2
AgamP3,Anopheles gambiae str. PEST
ASM22339v1,Pyrolobus fumarii 1A
ASM22390v1,Haloarcula hispanica ATCC 33960
ASM22447v1,halophilic archaeon DL31
PicPas_Mar2011,Komagataella phaffii CBS 7435
MacFas_Jun2011,Macaca fascicularis
ASM22118v1,Thermococcus sp. 4557
ASM22064v1,Methanococcus maripaludis X1
Bter_1.0,Bombus terrestris
ASM16536v1,Theileria parva strain Muguga
ASM21599v1,Pyrococcus yayanosii CH1
ASM21799v1,Methanosalsum zhilinae DSM 4017
Eutrema_parvulum_v01,Schrenkiella parvula
ASM21771v1,Halopiger xanaduensis SH-6
ASM17957v2,Methanothermococcus okinawensis IH1
EquCab2.0,Equus caballus
R64,Saccharomyces cerevisiae S288C
ASM21472v1,Methanobacterium paludis
ASM21441v1,Methanotorris igneus Kol 5
ASM265v1,Aspergillus fumigatus Af293
ASM21321v1,Acidianus hospitalis W1
HuRefPrime,Homo sapiens
Mm_Celera,Mus musculus
ASM21147v1,Pyrococcus sp. NA2
ASM15110v2,Thermococcus barophilus MP
ASM20916v1,Scheffersomyces stipitis CBS 6054
ASM20458v1,Candidatus Nitrosarchaeum limnium SFB1
ASM18636v1,Desulfurococcus mucosus DSM 2162
ASM16609v1,Methanothermus fervidus DSM 2088
ASM14838v1,Vulcanisaeta distributa DSM 14429
ASM14787v1,Methanolacinia petrolearia DSM 11571
ASM14646v1,Encephalitozoon intestinalis ATCC 50506
ASM14598v1,Ignisphaera aggregans DSM 17230
ASM14529v1,Methanothermobacter marburgensis str. Marburg
ASM14491v1,Acidilobus saccharovorans 345-15
ASM20492v1,Metallosphaera cuprina Ar-4
ASM21127v1,Arabidopsis thaliana
ASM20441v1,Methanothrix soehngenii GP6
ASM21033v1,Triticum aestivum
ASM21029v1,Trypanosoma brucei gambiense DAL972
Umaydis521_2.0,Ustilago maydis 521
ASM20969v1,Cryptosporidium parvum
ASM87577v1,Nitrosopumilus piranensis
ScAWRI796_v01,Saccharomyces cerevisiae AWRI796
ScVL3_v01,Saccharomyces cerevisiae VL3
ScVIN13_v01,Saccharomyces cerevisiae Vin13
ScFostersB_v01,Saccharomyces cerevisiae FostersB
ASM19689v1,Halalkalicoccus jeotgali B3
ASM19665v1,Methanohalobium evestigatum Z-7303
ASM19591v1,Thermoplasma acidophilum DSM 1728
ASM20071v1,Cenarchaeum symbiosum A
ASM9206v1,Ostreococcus lucimarinus CCE9901
ASM9104v1,Cryptococcus neoformans var. neoformans JEC21
dicty_2.7,Dictyostelium discoideum AX4
ASM19462v1,Archaeoglobus veneficus SNP6
ASM19337v1,Thermoproteus uzoniensis 768-20
Amel_4.5,Apis mellifera
ZizJuj_1.1,Ziziphus jujuba
ASM19031v1,Vulcanisaeta moutnovskia 768-28
ASM19158v1,Methanobacterium lacus
AnoCar2.0,Anolis carolinensis
ASM83031v1,archaeon GW2011_AR20
ASM83029v1,archaeon GW2011_AR15
ASM83027v1,archaeon GW2011_AR10
ASM82857v1,Methanothermobacter sp. CaT2
ASM82855v1,Methanococcus maripaludis OS7
ASM82853v1,Methanococcus maripaludis KA1
ASM82783v1,Haloarcula sp. CBA1115
ASM81815v1,Valsa mali
MalDomGD1.0,Malus domestica
ASM294v2,Schizosaccharomyces pombe
M252,Drosophila simulans
A123v1.0,Oryza sativa Japonica Group
HEG4v1.0,Oryza sativa Japonica Group
ASM81610v1,Thermococcus guaymasensis DSM 11113
ASM81324v1,Thermofilum adornatus 1505
ASM18594v1,Cryptococcus gattii WM276
ASM81218v1,Candidatus Nitrosopelagicus brevis
MonDom5,Monodelphis domestica
Bos_indicus_1.0,Bos indicus
ASM80080v1,Candidatus Methanoplasma termitum
ASM73323v3,Saccharomyces cerevisiae UFMG A-905
ASM73487v3,Saccharomyces boulardii
Bos_taurus_UMD_3.1.1,Bos taurus
Mmul_051212,Macaca mulatta
12X,Vitis vinifera
Charlie1.0,Nasalis larvatus
ASM76924v1,Saccharomyces boulardii
ASM76965v1,Thermococcus eurythermalis
CB4,Caenorhabditis briggsae
ASM76226v1,Methanobacterium formicicum
ASM69843v2,Lotharella oceanica
ASM75516v1,Leishmania panamensis
ASM74760v1,Metallosphaera sedula
VDAG_JR2v.4.0,Verticillium dahliae JR2
ASM74089v1,Theileria orientalis strain Shintoku
A_alpina_V4,Arabis alpina
ASM73906v1,Methanocaldococcus bathoardescens
Release 6 plus ISO1 MT,Drosophila melanogaster
ICC22C chr21,Pan troglodytes
ASM283v1,Eimeria tenella strain Houghton
ASM73403v1,Archaeoglobus fulgidus DSM 8774
ASM16534v1,Cryptosporidium parvum Iowa II
ASM72590v1,Plasmodium coatneyi
ASM73028v1,Candidatus Nitrososphaera evergladensis SR1
ASM72542v1,Palaeococcus pacificus DY20341
O. officinalis chromosome 3 short arm,Oryza officinalis
Rnor_6.0,Rattus norvegicus
O. brachyantha chromosome 3 short arm,Oryza brachyantha
O. punctata chromosome 3 short arm,Oryza punctata
ASM71027v1,Penicillium chrysogenum
O. rufipogon chromosome 3 short arm,Oryza rufipogon
R103,Saccharomyces cerevisiae R103
ASM41222v2,[Ashbya] aceris
ASM69878v1,Nitrososphaera viennensis EN76
OryCun2.0,Oryctolagus cuniculus
PO1f_A5_AB_scf,Yarrowia lipolytica PO1f
ASM30676v2,Haloferax mediterranei ATCC 33500
BOL,Brassica oleracea var. oleracea
ASM68563v1,Haloferax mediterranei ATCC 33500
Guppy_female_1.0+MT,Poecilia reticulata
ASM15148v1,Saccharomyces cerevisiae Sigma1278b
ASM14955v1,Fusarium verticillioides 7600
ASM14938v1,Cryptococcus neoformans var. neoformans B-3501A
OrySat_Sep2003,Oryza sativa Japonica Group
ASM412v1,Drosophila virilis
ASM14280v1,Lachancea thermotolerans CBS 6340
ASM9246v1,Staphylothermus hellenicus DSM 12710
ASM9218v1,Thermosphaera aggregans DSM 11486
ASM9230v1,Methanocaldococcus infernus ME
R008,Saccharomyces cerevisiae R008
p301,Saccharomyces cerevisiae P301
Fv1.0,Flammulina velutipes KACC42780
Cs,Camelina sativa
ASM63269v1,Oryza minuta
Lperr_V1.4,Leersia perrieri
CS3005v1,Fusarium graminearum
Chlorocebus_sabeus 1.1,Chlorocebus sabaeus
ASM59105v1,Natronomonas moolapensis 8.8.11
ASM59103v1,Aeropyrum camini SY1 = JCM 12091
YJSH1_1.0,Saccharomyces cerevisiae YJSH1
ASM58549v1,Thermococcus nautili
NagaB31_1.0,Nannochloropsis gaditana
P283,Saccharomyces cerevisiae P283
CNA3,Cryptococcus neoformans var. grubii H99
ASM644v2,Debaryomyces hansenii CBS767
ASM9166v1,Methanocaldococcus jannaschii DSM 2661
ASM9120v1,Cyanidioschyzon merolae strain 10D
ASM2586v1,Methanohalophilus mahii DSM 5219
ASM2568v1,Haloferax volcanii DS2
ASM2566v1,Aciduliprofundum boonei T469
ASM2562v1,Natrialba magadii ATCC 43099
ASM2552v1,Methanocaldococcus sp. FS406-22
ASM2550v1,Ferroglobus placidus DSM 10642
ASM2418v1,Methanobrevibacter ruminantium M1
ASM2430v1,Sulfolobus islandicus L.D.8.5
ASM2532v1,Haloterrigena turkmenica DSM 5511
ASM2528v1,Archaeoglobus profundus DSM 5631
ASM1100v1,Methanocella paludicola SANAE
ASM2462v1,Methanocaldococcus vulcanius M7
ASM2636v1,Zygosaccharomyces rouxii
ASM2700v1,Komagataella phaffii GS115
ASM2694v1,Candida dubliniensis CD36
ASM9098v2,Micromonas commoda
Cse_v1.0,Cynoglossus semilaevis
ASM23095v3,Halobacterium sp. DL1
ASM50456v2,Haloarcula hispanica N601
ASM51762v1,Halostagnicola larsenii XH-48
ASM51744v1,Thermococcus paralvinellae
S_indicum_v1.0,Sesamum indicum
RefBeet-1.1.1,Beta vulgaris subsp. vulgaris
Hansenula_2,Ogataea parapolymorpha DL-1
ASM6902v1,Halobacterium salinarum R1
ASM50830v1,Sulfolobus acidocaldarius SUSAZ
LinearCen1.1 (normalized),Homo sapiens
PhaVulg1_0,Phaseolus vulgaris
ASM6344v1,Methanocella arvoryzae MRE50
Methanobacterium,Methanobacterium sp. MB1
ASM24013v3,Fusarium graminearum PH-1
ASM19593v2,Pyrococcus abyssi GE5
P_pygmaeus_2.0.2,Pongo abelii
NC12,Neurospora crassa OR74A
BHU1220,Leishmania donovani
HATI1,Halorhabdus tiamatea SARL4B
ASM27781v3,Encephalitozoon hellem ATCC 50504
EG5,Elaeis guineensis
ASM24698v3,Thermococcus litoralis DSM 5473
ASM44601v1,Thermofilum adornatum
ASM28003v2,Encephalitozoon romaleae SJ-2008
TGA4,Toxoplasma gondii ME49
ASM2604v1,Natronomonas pharaonis DSM 2160
ASM2398v1,Methanocaldococcus fervens AG86
ASM2396v1,Halomicrobium mukohataei DSM 12286
ASM2394v1,Halorhabdus utahensis DSM 12940
ASM2254v1,Thermococcus sibiricus MM 739
ASM2248v1,Sulfolobus islandicus Y.N.15.51
ASM2246v1,Sulfolobus islandicus Y.G.57.14
ASM2244v1,Sulfolobus islandicus M.16.4
ASM2242v1,Sulfolobus islandicus M.16.27
ASM2240v1,Sulfolobus islandicus M.14.25
ASM2238v1,Sulfolobus islandicus L.S.2.15
ASM2236v1,Thermococcus gammatolerans EJ3
ASM2220v1,Halorubrum lacusprofundi ATCC 49239
ASM2196v1,Methanosphaerula palustris E1-9c
ASM2090v1,Desulfurococcus amylolyticus 1221n
ASM1980v1,Pyrobaculum neutrophilum V24Sta
ASM1960v1,Candidatus Korarchaeum cryptofilum OPF8
ASM1846v1,Nitrosopumilus maritimus SCM1
ASM1836v1,Thermococcus onnurineus NA1
ASM1830v1,Caldivirga maquilingensis IC-167
ASM1794v1,Ignicoccus hospitalis KIN4/I
ASM1762v1,Methanoregula boonei 6A8
ASM1718v1,Methanococcus aeolicus Nankai-3
ASM1716v1,Methanococcus vannielii SB
FicAlb1.5,Ficedula albicollis
ASM1652v1,Methanobrevibacter smithii ATCC 35061
ASM1638v1,Pyrobaculum arsenaticum DSM 13514
ASM1612v1,Methanococcus maripaludis C5
ASM1594v1,Staphylothermus marinus F1
ASM1582v1,Methanoculleus marisnigri JR1
ASM1580v1,Pyrobaculum calidifontis JCM 11548
ASM1576v1,Methanocorpusculum labreanum Z
ASM1522v1,Thermofilum pendens Hrk 5
ASM1520v1,Pyrobaculum islandicum DSM 4184
ASM1514v1,Hyperthermus butylicus DSM 5456
ASM1494v1,Methanothrix thermoacetophila PT
ASM1372v1,Methanococcoides burtonii DSM 6242
ASM1344v1,Methanospirillum hungatei JF-1
ASM1254v1,Methanosphaera stadtmanae DSM 3091
ASM1228v1,Sulfolobus acidocaldarius DSM 639
ASM1158v1,Methanococcus maripaludis S2
ASM1120v1,Sulfurisphaera tokodaii str. 7
ASM1118v1,Thermoplasma volcanium GSS1
ASM1112v1,Aeropyrum pernix K1
ASM1110v1,Pyrococcus horikoshii OT3
ASM1108v1,Haloarcula marismortui ATCC 43049
ASM996v1,Thermococcus kodakarensis KOD1
ASM918v1,Haloquadratum walsbyi DSM 16790
ASM866v1,Archaeoglobus fulgidus DSM 4304
ASM864v1,Methanothermobacter thermautotrophicus str. Delta H
ASM826v1,Picrophilus torridus DSM 9790
ASM808v1,Nanoarchaeum equitans Kin4-M
ASM734v1,Methanosarcina acetivorans C2A
ASM730v1,Pyrococcus furiosus DSM 3638
ASM722v1,Pyrobaculum aerophilum str. IM2
ASM718v1,Methanopyrus kandleri AV19
ASM706v1,Methanosarcina mazei Go1
ASM700v1,Saccharolobus solfataricus P2
ASM680v1,Halobacterium salinarum NRC-1
ASM1142v1,Aspergillus nidulans FGSC A4
Callithrix jacchus-3.2,Callithrix jacchus
Ovis_aries_1.0,Ovis aries
Rn_Celera,Rattus norvegicus
catChrV17e,Felis catus
CCYSCv1,Pan troglodytes verus
CRA_TCAGchr7v2,Homo sapiens
HuRef,Homo sapiens
